headings,paras,label
विद्युत् चुहावट घटाउँदा प्राधिकरणलाई ७ अर्ब कमाइ,विद्युत् चुहावटमा लक्ष्यभन्दा बढी सफलता मिलेको नेपाल विद्युत् प्राधिकरणले जनाएको छ । चालु आर्थिक वर्षको पहिलो पाँच महिनामा विद्युत् चुहावट प्रतिशत १५ दशमलव ४५ प्रतिशतमा झरेको प्राधिकरणको दाबी छ । ,business
थ्रीस्टार फाइनलमा,थ्रीस्टार क्लबले चिरप्रतिद्वन्द्वी मनाङ मस्र्याङ्दी क्लबलाई बिहीबार सडनडेथमा हराउँदै १३ औं विकास रनिङ सिल्ड फुटबलको फाइनल पुगेको छ । ,sports
प्रदीप र सुवासको शतकीय कीर्तिमान,प्रदीप ऐरी राष्ट्रिय क्रिकेट प्रतियोगितामा उच्च स्कोर बनाउने खेलाडी बनेका छन् । उनीसँगै सुवास खकुरेलले शतक बनाएपछि नेपाल एपीएफ क्लबले प्रधानमन्त्री कप अन्तरप्रदेश वान–डे क्रिकेटमा प्रदेश नम्बर २ लाई ९६ रनले पराजित गरेको छ । लगातार तेस्रो जितसँगै एपीएफ सेमिफाइनल पुगेको हो ।,sports
निगम कार्यकारीमा १७ आकांक्षी,गोपाल खड्काको राजनीनामापछि नेपाल आयल निगमको रिक्त कार्यकारी निर्देशकमा १७ जनाले आवेदन दिएका छन् । सार्वजनिक संथानका कर्मचारीदेखि पूर्वमहाप्रबन्धकहरूसमेतले आवेदन दिएका हुन्  ।,business
रेखाको ‘सिल्भर जुब्ली’,"अन्तर्राष्ट्रिय महिला दिवसमा गायिका रेखा शाहले सांगीतिक कार्यक्रम आयोजना गरिन् । ‘समानता, समताका साथै लैंगिक पहिचान’ शीर्षकको कार्यक्रममा उनले वरिष्ठ गायिका तारा थापा र शक्ति समूहकी चरिमाया तामाङलाई सम्मान गरिन् । सम्मानमा जनही ११ हजार १ सय ११ रुपैयाँसहित ताम्रपत्र थियो ।",entertainment
ब्याज घटाउन आनाकानी,आधार ब्याजदर घटेकाले ऋणको (पुराना नयाँ सबै) ब्याज घट्ने अनुमान गरिए पनि पुराना ऋणीले त्यो सुविधा नपाउने देखिएको छ । घटेको आधार ब्याजदर (बेसरेट) अनुसार बैंकले पुराना ऋणीको ब्याजदर घटाउन नमानेपछि यस्तो सम्भावना बढेको हो ।,business
उराँव लोकसंस्कृतिमाथि नाटय विमर्श,नेपाल संगीत तथा नाटय प्रज्ञा प्रतिष्ठानले पहिलो पटक अल्पसंख्यक उराँव समुदायको लोककला र संस्कृतिमाथि नाटय विमर्श गरेको छ । प्रतिष्ठानको नाटय विभागले सुनसरीको इनरुवामा उराँव समुदायमा प्रचलित प्रदर्शनकारी लोककला र संस्कृतिका विभिन्न पक्षमाथि बृहत् छलफल गरेको जनाएको छ । ,entertainment
निजी क्षेत्रको विकासमा आईएफसीको ८० अर्ब,निजी क्षेत्रको विकासका लागि अन्तर्राष्ट्रिय वित्त निगम (आईएफसी) ले नेपालमा लगानी बढाउने भएको छ ।,business
समस्यामा चेल्सी,प्रिमियर लिग क्लब चेल्सीलाई आगामी दुई ‘ट्रान्सफर विन्डो’ सम्म नयाँ खेलाडी अनुबन्ध गर्न प्रतिबन्ध लागेको छ । कम उमेरका खेलाडी अनुबन्ध गर्न नपाउने नियम उल्लंघन गरेको प्रमाणित भएपछि विश्व फुटबल महासंघ (फिफा) ले शुक्रबार चेल्सीलाई कारबाही गरेको हो । ,sports
फेरि घट्यो नेप्से,सोमबार सेयर बजारमा सुधार देखिए पनि त्यो मंगलबारसम्म पनि टिकेन । यही कारण मंगलबार नेप्से करिब सवा ७ अंकले ऋणात्मक रह्यो । अघिल्लो दिन करिब साढे ७ अंकले बढेको नेप्से मंगलबार ७.१७ अंकले घटेर १ हजार १ सय २.५६ विन्दुमा ओर्लेको छ । अघिल्लो दिनको तुलनामा यो ०.६५ प्रतिशतले कम हो । ,business
एलपी ग्यास बिक्री वितरण गर्न व्यवसायी सहमत,"नेपाल आयल निगमसँग मंगलबार ३ बुँदे समझदारी भएसँगै ग्यास उद्योगी/व्यवसायीहरु एलपी ग्यास बिक्री वितरण गर्न सहमत भएका छन् । 

मंगलबार राति उद्योग, वाणिज्य तथा आपूर्तिमन्त्रीको उपस्थितिमा नेपाल एलपी ग्यास उद्योग संघले राखेका माग पूरा गर्न तीन बुँदे सहमति भएपछि ग्यास वितरण हुने भएको हो ।",business
फुपुले छाडिन् ओलम्पिक कोर्स,अन्तर्राष्ट्रिय पदक सम्भावना साकार पार्न नेपालले धेरै लगानी गरेको थोरै खेलाडीमा पर्छिन् ओलम्पियन जुडोकी फुपुल्हामु खत्री । अन्तर्राष्ट्रिय ओलम्पिक कमिटीअन्तर्गत सोलिडारिटी कोर्स दुई पटकसम्म पाउने भाग्यमानी यी खेलाडीले दोस्रो कोर्स भने पूरा नगरी फर्किएकी छन् । ,sports
रूपन्देही लगातार च्याम्पियन,लाली रूपन्देही ११ ले तेस्रो नेपालगन्ज गोल्डकप फुटबलको उपाधि दोस्रोपल्ट जितेको छ । डिफेन्डिङ च्याम्पियन रूपन्देहीले शनिबार फाइनलमा संकटा क्लब काठमाडौंलाई १–० ले पराजित गर्दै उपाधि रक्षा गरेको हो ।,sports
‘एन्टी डम्पिङ ऐन’ प्रति उद्योगी उत्साहित,आयातित विभिन्न सामग्रीका कारण स्वदेशी उद्योगहरू मर्कामा परिरहेका बेला सरकारले ‘एन्टी डम्पिङ ऐन’ ल्याउने भएपछि पूर्वका उद्योगी व्यवसायीले खुसी व्यक्त गरेका छन् ।,business
चिनियाँ सांस्कृतिक प्रदर्शनी सुरु,"कक्षा १० मा पढ्ने शर्मिला गुरुङ र कविता घिसिङ बिहीबार लैनचौर ब्यांकेटमा भेटिए । चिनियाँ सांस्कृतिक प्रर्दशनीमा स्कुल ड्रेसमै आएका उनीहरूका हातमा माटोको फूल र कागजको पुतली थियो । दुवै दंग देखिन्थे ।
",entertainment
टोरेसको १०० गोल,फर्नान्डो टोरेसले ला लिगामा व्यक्तिगत सय गोल गर्दै आइतबार राति एट्लेटिको म्याड्रिडलाई लेभान्टेमाथि ३–० को जित दिलाएका छन् । टोरेसले यसअघि सिजनको समाप्तिमा क्लब छाड्ने घोषणा गरेका थिए ।,sports
‘सम्हालिन्छ कहिले मन’ घोषणा,यसै वर्ष ‘रामकहानी’ बनाएका निर्देशक सुदर्शन थापाले अब ‘सम्हालिन्छ कहिले मन’ बनाउने घोषणा गरेका छन् । यसपटक पनि उनले ‘रामकहानी’ कै जोडी आकाश श्रेष्ठ र पूजा शर्मा दोहोर्‍याएका छन् भने सोनम तोप्देनलाई पनि ब्रेक दिने भएका छन् । ,entertainment
"सान्जेन र रसुवागढीको सेयर बाँडफाँट, कसले कति कित्ता पाए ?","सान्जेन जलविद्युत् कम्पनी र रसुवागढी हाइड्रोपावर कम्पनीको सेयर बाँडफाँट भएको छ । सेयर भर्ने मिति सकिएको १८ दिनपछि आइतबार दुबै कम्पनीको सेयर बाँडफाँट भएको हो । सञ्चयकर्ताले रसुवागढीमा बढीमा ८० कित्ता र सान्जेनमा बढीमा ४० सेयर हात पारेका छन् । रसुवागढीमा ७० कित्तासम्म सेयर भर्ने लगानीकर्ताले मागेअनुसारकै सेयर पाएका छन् । यसको अर्थ ५०, ६० र ७० कित्तासम्म सेयर माग गर्ने सञ्चयकर्ताले सबै सेयर पाएका छन् ।",business
सुवासको सफल पुनरागमन,सुवास खकुरेलले रुस्लान धनगढी प्रिमियर लिग क्रिकेट (डीपीएल) बाट प्रमुख प्रतियोगितामा पुनरागमन गरिरहेका थिए ।,sports
साल्ट ट्रेडिङमा डेढ अर्बको सेयर घोटाला,साल्ट ट्रेडिङ कर्पोरेसन्स लिमिटेडमा करिब डेढ अर्बको सेयर घोटाला भएको खुलासा भएको छ । जापान र भारत सरकारबाट अनुदान प्राप्त १ अर्ब ४० करोड रुपैयाँ सेयरमार्फत घोटाला भएको हो । वैदेशिक सहायता रकमलाई सेयरमा परिणत गर्न निर्देशन दिँदादिँदै कर्पोरेसन्सले सेयर संरचना नै बिगारेर घोटाला गरेको हो । ,business
रुसी जनगायकको सम्झना,१३ वर्षदेखि क्यान्सरले थलिएको ८० वर्षको जीवन । रसियाली जनगायक युसिफ काब्जोनले गत वर्ष आफ्नो ८० औं जन्मोत्सवमा आयोजित कन्सर्टमा चार घण्टा लगालग गीत गाएर थुप्रैलाई चकित पारिदिए । राष्ट्रपति भ्लादिमिर पुटिनसमेत उनको कन्सर्टको बीचमै आएर बधाई दिए ।,entertainment
 मोफसलबाट अहंकारको पर्खाल,अहंकारको पर्खालले व्यक्ति आफैंलाई पछाडि धकेलिदिन्छ भन्नेमा रंगकर्मी भरत गुरागाईं सहमत छन् । यही विचार अभिव्यक्त गर्न उनले नाटक ‘पर्खाल’ नै लेखे । यो नाटक केही महिनाअघि उनले मोरङको झोराहाट थिएटरमा नियमित मञ्चन नै गरे ।,entertainment
सुनील चम्किँदा पुलिसको जित,राष्ट्रिय टोलीको ढोका घच्घचाइरहेका सुनील धमलाको सानदार अर्धशतकप्रेरित नेपाल पुलिस क्लबले एक्सेल्सिया प्रधानमन्त्री कप अन्तरप्रदेश वान–डे क्रिकेटमा राम्रो सुरुआत गरेको छ । आफ्नो पहिलो खेलमा पुलिसले सोमबार प्रदेश नम्बर ७ माथि १ सय ७४ रनको सानदार विजय पायो ।,sports
रामकृष्णको एकल साँझ शुक्रबार,नेपाली आधुनिक संगीतमा लोकप्रिय नाम हो– रामकृष्ण ढकाल । झन्डै तीन दशकदेखि नेपाली श्रोतामाझ ढकालको क्रेज सदाबहार छ । यति बेला भने उनी नयाँपुराना गीतहरूका साथ ‘रामकृष्ण ढकाल एकल साँझ’ गर्ने तयारीमा छन् । नेपाल प्रज्ञा प्रतिष्ठानमा आउँदो शुक्रबार ढकालले २० भन्दा बढी गीत गाउँदै छन् । ,entertainment
भारतको फेरि सहज जित,भारतीय कप्तान विराट कोहलीले आफ्ना नाडी स्पिनरहरूले दक्षिण अफिकी ब्याट्सम्यानलाई निरन्तर दबाब राख्ने अपेक्षा राखेको बताएका छन् । भारतले आइतबार दोस्रो वान–डे अन्तर्राष्ट्रियमा दक्षिण अफ्रिकालाई पराजित गरेपछि कोहलीले यस्तो बताएका हुन् ।,sports
सुदूरपश्चिम र कर्णाली बाहिरिए,लगातार दोस्रो खेलमा पराजित भएपछि सुदूरपश्चिम र कर्णाली प्रदेशका टिम पोखरामा जारी दोस्रो सभामुख कप महिला राष्ट्रिय भलिबल प्रतियोगिताबाट बाहिरिएका छन् । योसँगै प्रतियोगिताको क्वाटरफाइनल समीकरण पूरा भएको छ ।,sports
नेपाललाई चार पदक,नेपालले तेस्रो दक्षिण एसियाली सेपाकताक्रो च्याम्पियनसिपमा आइतबार ३ रजत र १ कांस्य पदक जितेको छ । पुरुष/महिला रेगु तथा महिला डबल्स स्पर्धामा नेपाल रजत जित्दा पुरुष क्वाडमा नेपालले कांस्य जितेको हो ।,sports
बार्सिलोना बराबरीमा रोकियाे,लियोनल मेसीको उत्कृष्ट फ्रि किक गोलको मदतले बार्सिलोनाले स्पेनी ला लिगमा लास पाल्माससँग बिहीबार राती १–१ को बराबरी खेलेकाे छ । यो नतिजाले लिग उपाधि होड खुल्ला भएको छ । ,sports
क्रसर उद्योगको बदमासी,नारायणगढ–मुग्लिन सडक आयोजनाका लागि मात्रै सञ्चालन भएको क्रसर उद्योगले बाहिर गिट्टी बालुवा बेच्ने गरेको पाइएको छ । अघिल्लो साता आयोजनाका लागि राखेको क्रसरको बालुवा बाहिर बेच्न हिँडेको ट्रक प्रहरीले नियन्त्रणमा लिएको थियो ।,business
“नारीप्रधान फिल्म बनून्”,बलिउड नायिका सोनम कपुरलाई भारतमा बढीभन्दा बढी नारीप्रधान फिल्म बनून् भन्ने लाग्छ । उनले महिलाहरूका लागि नै भए पनि त्यस्ता फिल्म बन्नु आवश्यक रहेको बताएकी छन् ।,entertainment
‘तारेभीर’को ट्रेलर सार्वजनिक ,रंगकर्मी डीके देवानको पहिलो चलचित्र ‘तारेभीर’को ट्रेलर सार्वजनिक भएको छ । सोमबार काठमाडौंमा आयोजित पत्रकार सम्मेलनमा वरिष्ठ कलाकार हरिवंश आचार्यले चलचित्र तारेभीरको ट्रेलर सार्वजनिक गरे ।,entertainment
ईपीएलः दक्षिण अफ्रिकाका लेभी पोखरा राइनोजमा,पोखरा राइनोजले तेस्रो विदेशी खेलाडीको रुपमा दक्षिण अफ्रिकाका रिचर्ड लेभीलाई भित्र्याएको घोषणा गरेको छ । मंसिर २२ देखि सुरु हुने टीभीएस एभरेष्ट प्रिमियर लिग (ईपीएल) का लागि नेपाल आउन लागेका अहिलेसम्मका उनी सबैभन्दा ठूलो नाम भएका खेलाडी हुन् । ,sports
नवयुग र अनुले साटे अनुभव,नेपाली राष्ट्रिय फुटबल टोलीका फरवार्ड नवयुग श्रेष्ठ र पूर्व महिला राष्ट्रिय खेलाडी अनु लामाले बुधबार झापाको काँकडभिट्टामा जुनियर खेलाडीसँग अनुभव साटे । यो अवसर युवा तथा खेलकुद मन्त्रालयले जुराएको थियो ।,sports
पाराग्लाइडिङमा पदकको आस,एसियाली खेलकुदमा पदक आस गरिएको पाराग्लाइडिङको क्रसकन्ट्रीतर्फ शनिबार राम्रो सुरुआत भएको छ ।,sports
'ह्याप्पी डेज'को प्रदर्शन मिति जुर्‍यो,बेलायतस्थित नेपाली व्यवसायीहरुले निर्माण गरेको चलचित्र 'ह्याप्पी डेज' को अन्तत: प्रदर्शन मिति जुरेको छ ।गत माघ १२ गते नै रिलिज हुने तय भए पनि विभिन्न कारणले रोकिएको ह्याप्पी डेज वैशाख १४ गतेदेखि नेपालभर प्रदर्शन हुन लागेको हो ।,entertainment
अब विराटनगरबाटै माउण्टेन फ्लाइट,"यहाँका पर्यटन व्यवसायीले विराटनगर विमानस्थलबाट माउन्टेन फलाइट सुरु गर्ने भएका छन् । 
विराट होलिडेले हिमालय शृंखलाको अवलोकन गराउन माउण्टेन फलाइट सुरु गर्ने भएको हो ।",business
फोर्ड मुस्ताङ नेपाल भित्रियो,जीओ अटोमोबाइल्सले नेपालमा फोर्ड मुस्ताङको अनावरण गरेको छ । गत वर्ष नाडा अटो शोमा यो गाडीको प्रदर्शनमा उत्साहजनक प्रतिक्रिया प्राप्त भएपछि कम्पनीले उक्त मोडेल नेपाल भित्र्याएको जारी विज्ञप्तिमा उल्लेख छ ।,business
"‘जे–जति गर्‍यौं, राम्रै गर्‍यौं’","अखिल नेपाल फुटबल संघ (एन्फा) मा नयाँ नेतृत्व आएयता सबैलाई खड्किएको थियो, आखिरमा नेपाली फुटबलको यो सर्वोच्च संस्थाले आफ्ना धारणाहरू राख्न किन कन्ज्युस्याइँ गर्छ ?",sports
फ्रेन्ड्स विजयी,फ्रेन्ड्स क्लब ललितपुरले नारायणगढ क्याम्पाचौरमा मंगलबार सुरु विकास रनिङ सिल्ड आमन्त्रण फुटबलमा विजयी सुरुआत गरेको छ । फ्रेन्ड्सले हेटौंडाको विजय युथ क्लबलाई १–० ले पराजित गरेको छ ।,sports
बंगबन्धु कप : उपाधि रक्षा असफल,साबिक विजेताको हैसियतले बंगबन्धु कप खेल्न बंगलादेश पुगेको नेपाली टोली समूह चरणबाटै घर फर्केको छ । शनिबार समूह चरणको अन्तिम खेलमा प्यालेस्टाइनसँग १–० ले पराजित भएपछि नेपालको यात्रा सकिएको हो ।,sports
"अनमोल–साम्राज्ञी लोकप्रिय, फिल्ममा छक्का पन्जा २",अमेरिकाको सिकागोमा नेपाल चलचित्र संघद्वारा आयोजित नेम्पा पपुलर फिल्म अवार्डमा अनमोल केसी र साम्राज्ञी राज्यलक्ष्मी शाहले लोकप्रिय अभिनेता–अभिनेत्रीको अवार्ड जितेका छन् ।,entertainment
चीन–अमेरिका व्यापार विवाद समाधानतर्फ,एक महिनाअघि चिनियाँ कम्पनी जेटीईलाई लगाएको सातवर्षे प्रतिबन्ध फुकुवा गर्ने जानकारीसहित अमेरिकी राष्ट्रपति डोनाल्ड ट्रम्पले चीनसँग सम्बन्ध सुधार्न चाहेको संकेत दिएका छन् ।,business
डीपीएलका लागि कुन खेलाडी कतिमा बिक्री भए? हेर्नुस् सूचीसहित,रुस्लान धनगढी प्रिमियर लिग (डीपीएल) ट्वान्टी–२० क्रिकेट प्रतियोगिताका लागि भएको अक्सन शनिबार सकिएको छ । डीपीएलका लागि आवेदन दिएका २ सय ५ खेलाडी मध्ये १ सय ९९ खेलाडी अक्सनका लागि उपलब्ध थिए ।,sports
नयाँ शैलीमा जयमाया,"नायक वा नायिका केन्द्रमा पारेर कथा लेख्ने परम्परा छ । फिल्म होस् या नाटक, सबैमा उस्तै प्रस्तुति भएको देखिन्छ । निश्चित पात्रलाई केन्द्रमा उभ्याएको कथाले दर्शकको ध्यान पनि सजिलै तान्छ । तर, एउटै कथाका सबै पात्रले दर्शक तान्न सक्छन् कि सक्दैनन् ? सुनील पोखरेलले यस्तो नवीन अभ्यास यति बेला मञ्चबाट देखाउने प्रयास गरेका छन् ।",entertainment
डीपीएल-२ः महेन्द्रनगर युनाइटेड ३३ रनले विजयी (अपडेट),डीपीएल-२ क्रिकेट अन्तर्गत दोस्रो दिनको दोस्रो खेलमा महेन्द्रनगर युनाइटेड विजयी भएको छ । प्रदेश ७ को संघीय प्रहरी इकाइ कार्यालयको मैदानमा महेन्द्रनगर युनाइटेड र विराटनगर किंग्सबीच भएको खेलमा महेन्द्रनगरले विराटनगरलाई ३३ रनले पराजित गरेको हो।,sports
नेपाली धावकलाई हङकङमा सफलता,"गोर्खाली योद्धाको इतिहासलाई प्रदर्शन गर्नका लागि हङकङमा आयोजित साहसिक दौड ‘क्यूनेट गोर्खा ट्रेलब्लेजर’ मा नेपाली धावकहरू मीरा राई, तेन्जी शेर्पा र हुमी बुढामगरले सफलता हात पारेका छन् ।",sports
आर्सनलको अपराजित यात्रा तोडियो,चार्ली अस्टिनले ८५ औं मिनेटमा गरेको हेड गोलमा नवनियुक्त प्रशिक्षक राल्फ हासेन्हुटको पहिलो घरेलु म्याचमा साउथह्याम्प्टनले जित दर्ता गर्दै आर्सनलको २२ खेलको अपराजित यात्रा पूर्णविराम लगाइदिएको छ । ,sports
यस्तो रह्यो रुपन्देही च्यालेन्जर्स र महेन्द्रनगर युनाइटेडबीचको खेल,रुस्लान धनगढी प्रिमियर लिग (डीपीएल) क्रिकेटको पहिलो दिनको दोस्रो खेलमा रुपन्देही च्यालेन्जर्सले महेन्द्रनगर युनाइटेडलाई २ रनले पराजित गरेको छ । ११२ रनको विजय लक्ष्य लिएर आएको महेन्द्रनगरले निर्धारित २० ओभरमा ८ विकेट गुमाइ १०९ रन मात्रै बनाउन सक्यो ।,sports
सञ्चित घाटा साढे २ अर्ब,आइतबार ६० औं वर्ष पुगेको अवसरमा हिरक जयन्ती मनाएको राष्ट्रिय ध्वजावाहक नेपाल वायुसेवा निगमले आर्थिक वर्ष ०७३/७४ मा २४ करोड रुपैयाँ सञ्चालन नाफा गरेको छ ।,business
सम्झौता नै नगरी कालीगण्डकी दोहन,"कालीगण्डकी किनारको ढोडेनी, मालढुंगा र कालापातलमा ढुंगा, गिट्टी र बालुवा उत्खननका लागि नगरपालिकाले ठेक्का प्रक्रिया सुरु गरेको छ ।",business
आर्सनलको जित,रंगभेदको विवादका कारण राष्ट्रिय टोलीबाट संन्यास लिएका मिडफिल्डर मेसुट ओजिलको कप्तानीमा आर्सनलले मैत्रीपूर्ण खेलमा पेरिस सेन्ट जर्मेन (पीएसजी) लाई ५–१ ले पराजित गरेको छ ।,sports
जुनियर टेनिस सुरु,जेड आलेमगर र बेदाङ गौतम १६ औं जयकर स्मृति राष्ट्रिय जुनियर टेनिस प्रतियोगिताको यू–१२ ब्वाइज सिंगल्समा प्रिक्वाटरफाइनलमा प्रवेश गरेका छन् ।,sports
बिमा समितिको स्वायत्तता गुम्दै,वित्तीय क्षेत्र विकास रणनीतिको मर्मविपरीत सरकारले बिमा समितिको स्वायत्तता खोस्न थालेको छ । आइतबार संसद्मा पेस भएको बिमासम्बन्धी विधेयकमार्फत सरकारले बिमा समितिका अधिकारहरू खोसेर आफ्नो (अर्थ मन्त्रालयकै मातहतमा) ल्याउन थालेको हो ।,business
३६ अंकले बढ्यो नेप्से,सेयर कारोबार मापक नेप्से परिसूचक बिहीबार ३६ अंकले बढेको छ । अघिल्लो दिनको तुलनामा यो ३.०३ प्रतिशतको वृद्धि हो । यो वृद्धिले समग्र नेप्से परिसूचक १ हजार २ सय २४.४१ विन्दुमा पुगेको छ ।,business
एउटै ल्होछारको पक्षमा तामाङ कलाकार ,"केही वर्षयता तामाङ समुदायमा सोनाम या ग्याल्बो कुन ल्होछार मनाउने भन्ने अन्योल छ । विभिन्न संघसंस्था, बुद्धिजीवी र लामागुरुबीच एक मत नहुँदा यस्तो भएको हो । तामाङ कलाकार संघले भने ती विभाजित बुद्धिजीवीदेखि लामागुरुसम्मलाई एउटै मञ्चमा उभ्याएर बहस गरेको छ ।",entertainment
सिन्डिकेट कागजमा मात्र खारेज,यातायात क्षेत्रमा सिन्डिकेट प्रणाली खारेजीको घोषणा गरेको सरकारले कार्यान्वयन पक्ष बलियो बनाउन सकेको छैन । घोषणा कागजमा सीमित छ ।,business
डकुमेन्ट्री : चुनौती र सम्भावना,"पाटनस्थित यलमाया केन्द्रमा आयोजित ‘फिल्म साउथ एसिया, २०१७’ मा भारत, श्रीलंका, बंगलादेश, बेलायत, अमेरिकालगायत विभिन्न देशका फिल्ममेकर सहभागी थिए । ",entertainment
सोल सेसन्स,गितारलाई काखमा थपक्क सुताएर जब अंकित श्रेष्ठले ‘यादहरू...’ गीत सुनाए दर्शक निकै मुग्ध बने । विभिन्न शैलीमा गितार बजाउने उनको कौशल कतिलाई नौलो लाग्यो । उनले आफ्नी हजुरआमाका लागि लेखेको ‘कथा...’ र अमेरिका बसाइका क्रममा तयार पारेको ‘तर तिमी...’ सँगै बेन होवार्डको ‘किप योर हेड अप...’ बोलका गीत प्रस्तुत गरे ।,entertainment
विदेशबाट फर्केकालाई १० र शैक्षिक प्रमाणपत्र धितोमा ७ लाख ऋण दिइने,सरकारले शैक्षिक प्रमाणपत्र धितो राखेर ७ लाख रुपैयाँ ऋण दिने भएको छ ।  अर्थमन्त्री युवराज खतिवडाले मंगलबार बजेट प्रस्तुत गर्दै शैक्षिक प्रमाणपत्र धितो राखेर ५ प्रतिशत ब्याज दरमा ७ लाख रुपैयाँसम्म ऋण दिने उल्लेख गरे ।,business
पर्यटक लोभ्याउँदै कुँडुले घर,"निस्दी ३ स्थित खादरमा परम्परागत कुँडुले घर पर्यटकको मन लोभ्याउन सफल भएको छ । खरका छाना, एउटा ढोका, एकतले घुमारा घरहरू आकर्षक भएकाले पर्यटकहरू लोभिने गरेका हुन् ।",business
पुलिस समूहविजेता,दीपेन्द्रसिंह ऐरी र आरिफ शेखको शतकीय साझेदारीमा नेपाल पुलिस क्लबले प्रधानमन्त्री कप अन्तरप्रदेश वान–डे क्रिकेट प्रतियोगिताको समूह चरणको अन्तिम खेलमा प्रदेश नम्बर ५ लाई ७ विकेटले पराजित गरेको छ । नतिजापछि पुलिसले सेमिफाइनल औपचारिकता पुष्टि गर्दै समूह ‘बी’ को विजेता बनेको छ ।,sports
माथिल्लो कर्णालीमा बोर्ड ‘अनिर्णीत’,माथिल्लो कर्णाली आयोजनाका लागि लगानी जुटाउन असफल भारतीय कम्पनी जीएमआरसँग भएको आयोजना विकास सम्झौता (पीडीए) बारे लगानी बोर्ड अनिर्णीत देखिएको छ ।जीएमआरले २०७१ असोज २ गते पीडीए सम्झौता गरेयता लगानी जुटाउन दुईपटक म्याद थप गरिएको छ ।,business
दूरसञ्चार रोयल्टी ४ अर्ब ३० करोड,नेपाल दूरसञ्चार प्राधिकरणले रोयल्टीबापत ४ अर्ब ३० करोड रुपैयाँ संकलन गरेको छ । आर्थिक वर्ष २०७३/७४ को कारोबारबाट सेवा प्रदायकले सरकारलाई उक्त रकम बुझाएका हुन् । ,business
लाङटाङमा घरैपिच्छे होटल,"पुनर्निर्माणपछि अहिले लाङटाङका घरहरू एक घर, एक होटलजस्तै भएका छन् । भूकम्पपछि पुनर्निर्माण गरिएका ८५ प्रतिशतभन्दा बढी घरमा स्थानीयले होटल सञ्चालन गरेका छन् ।",business
‘ज्याकी श्राफ इज  माई अलटाइम फेभरेट’,कुनै बेलाकी बलिउड डिभाको रूपमा रहेकी अभिनेत्री मनीषा कोइरालाले ‘डियर माया’ बाट फिल्ममा कमब्याक गरिन् । क्रिटिक्सले उनको अभिनयको राम्रै तारिफ गरे । केही दिनअघि मनीषा राजधानीको गैरीधारास्थित ‘पेरी फेसन आउटलेट’ को उद्घाटन गर्ने क्रममा भेटिइन् । ,entertainment
दस महिनामै फर्किए जिदान,जिनेदिन जिदानले २९ मिनेटसम्म विभिन्न प्रश्नको सामन गर्नुप¥यो । उपस्थित सबैको प्रश्नको सार दुईवटा थिए– अहिले किन ? र अब के ? सोमबार सान्टियागो वर्नबाउको खचाखचपूर्ण हलमा राउल र रोबर्टो कार्लोस अगाडिको सिटमा बसेका थिए । आधिकारिक घोषणाको डेढ घण्टापछि पत्रकारले प्रश्नका लागि पहुँच पाएका थिए । ,sports
२० लाख पर्यटक सम्भव छ ?,कुनै समय थियो पर्यटकहरू सगरमाथा हेर्न आउँथे । विश्व सम्पदा सूचीमा परेका स्थलहरू पुग्थे । पर्यटन व्यवसायीहरूले बनाएका परम्परागत प्याकेजअनुसार घुमफिर गर्थे । आज यात्रा व्यवसायमा विश्वभर प्रवृत्ति बदलिएको छ ।,business
कारोबार रकम २८ प्रतिशतले घटयो,गत साताको तुलनामा यो साता सेयर कारोबार करिब २८ प्रतिशतले घटेको छ । गएको साता ४ दिन मात्र कारोबार भएको बजारमा यो साता पाँचै दिन सेयर किनबेच भएको थियो । बजार खुलेको दिन धेरै भए पनि दैनिक कारोबार रकम न्यून रहेकाले कुल साप्ताहिक कारोबारमा पनि कमी आएको हो ।,business
जोखिमपूर्ण क्षेत्रमा बजेट बढी,"हुम्लाका बासिन्दाले हिमालपारिको बस्ती भनेर चिन्ने नाम्खा गाउँपालिकाको लिमीमा तीन बस्ती छन्– तिल, हल्जी र जाङ । तीन वटै बस्ती ६ महिना हिमपातका कारण अन्य गाउँबाट सम्बन्ध बिच्छेदकै अवस्थामा हुन्छन् ।",business
