,Words,Frequency
18428,यात्रुले,2
18429,झडपमा,2
18430,७०औँ,2
18431,पसलहरुले,2
18432,संस्थाहरुका,2
18433,सोध्दा,2
18434,आप्रवासीहरुलाई,2
18435,आवश्यकतको,2
18436,साँझपख,2
18437,पर्वलाई,2
18438,हराइरहेको,2
18439,सन्धिको,2
18440,विमोचन,2
18441,गतीमा,2
18442,संविधानबमोजिम,2
18443,तिब्र,2
18444,नेपालसहितका,2
18445,दिदीबहिनीले,2
18446,स्वस्फूर्त,2
18447,बौद्धकालीन,2
18448,तीब्रता,2
18449,खटाइने,2
18450,पौड्याल,2
18451,अर्जुनधारा,2
18452,बोहराका,2
18453,प्रतिद्वन्द्धी,2
18454,पाौडिएर,2
18455,केश,2
18456,आप्रवासीहरुमाथि,2
18457,जनावर,2
18458,भूतकाल,2
18459,पनिर,2
18460,आइपुग्नुभएको,2
18461,लाईन,2
18462,नबन्दा,2
18463,सुरुसुरुमा,2
18464,पुर्ण,2
18465,मृत्युदण्डको,2
18466,थप्पड,2
18467,मघै,2
18468,घरानालाई,2
18469,दिनुपर्नेछ,2
18470,पढ्दिन,2
18471,मानवको,2
18472,गन्तव्यसमेत,2
18473,दिनभरी,2
18474,बजेटसमेत,2
18475,जिआई,2
18476,नलागी,2
18477,कोकिला,2
18478,अन्तरदेशीय,2
18479,श्रद्धालुहरू,2
18480,निमार्णका,2
18481,सुगन्ध,2
18482,लिऔँ,2
18483,सप्तकोसीको,2
18484,धीरज,2
18485,गल्छी,2
18486,टेकराज,2
18487,अभिषेकका,2
18488,कृष्णको,2
18489,स्वादिष्ट,2
18490,पक्रिया,2
18491,अक्षकोषको,2
18492,वक्तव्य,2
18493,दुईचार,2
18494,गर्दछन्।,2
18495,मन्दिरसँगै,2
18496, ।,2
18497,नबोलाइएको,2
18498,दिनहरुमा,2
18499,भीर,2
18500,उडड्यन,2
18501,दुर्गाप्रसाद,2
18502,उपमहानगरपालिका–४,2
18503,असरदार,2
18504,मास्के,2
18505,अश्वत्थामाको,2
18506,मार्चको,2
18507,द्वार,2
18508,अव्यवस्था,2
18509,घरधुरीले,2
18510,गापा,2
18511,परिएको,2
18512,श्रष्टाहरुलाई,2
18513,दिया,2
18514,आश्रम,2
18515,बिगार्न,2
18516,छन ।,2
18517,दलप्रति,2
18518,विधाका,2
18519,‘रेडियो,2
18520,उपभोक्ताहरूले,2
18521,‘नन्दीलाई,2
18522,पर्नेगरी,2
18523,हुनुपर्दछ।’,2
18524,पाइन्न,2
18525,बाबाधामको,2
18526,सम्भावनाका,2
18527,निमार्ण,2
18528,सञ्चालकहरुले,2
18529,प्रचारका,2
18530,रहेनछ,2
18531,इज्जत,2
18532,फिनिसिङ,2
18533,हचुवामा,2
18534,अल्लूले,2
18535,फिल्ममार्फत,2
18536,पर्दछ ।,2
18537,सहमतिको,2
18538,स्थलहरूनै,2
18539,विस्फोटमा,2
18540,दिनुभएन,2
18541,‘मैले,2
18542,८६०,2
18543,तीर्थस्थलहरूको,2
18544,र्याली,2
18545,प्रतिगामी,2
18546,चलयामान,2
18547,श्रेष्ठसहितको,2
18548,धारो,2
18549,८८४,2
18550,भगवतीमाई,2
18551,मेघराज,2
18552,तस्वीरमा,2
18553,‍नेपालको,2
18554,स्वतन्त्रताप्रति,2
18555,अली,2
18556,सिनेमालाई,2
18557,दर्शनार्थीलाई,2
18558,छायाँमा,2
18559,बनाउँछु,2
18560,विधेयकबारे,2
18561,तीर्थालुहरूको,2
18562,कामविहिन,2
18563,बाबाधाम,2
18564,दूधमा,2
18565,मेसेजिङ,2
18566,संजालमा,2
18567,आश्रमले,2
18568,हामीहरु,2
18569,२६४,2
18570,पाण्डेका,2
18571,बोलबम,2
18572,‘संवैधानिक,2
18573,मुल,2
18574,मेलाका,2
18575,जोसँग,2
18576,कोरोनाविरुद्ध,2
18577,बोलाउनु,2
18578,पिण्डेश्वरमा,2
18579,युरोप,2
18580,श्रष्टाहरुको,2
18581,धन्यवादसमेत,2
18582,मण्डलको,2
18583,२१५,2
18584,एलिस,2
18585,न्यौपानेको,2
18586,इन्टरटेनमेण्टको,2
18587,चुरोट,2
18588,विज्ञानको,2
18589,भूतप्रेतका,2
18590,अर्थशास्त्रीहरुले,2
18591,पुरिएका,2
18592,देशै,2
18593,साउण्ड,2
18594,सुनारलाई,2
18595,शिथिल,2
18596,बस्तीलाई,2
18597,लुकीछिपी,2
18598,ओहोरदोहोर,2
18599,आफूहरूका,2
18600,रुखोसुखो,2
18601,नेताहरुमा,2
18602,कलात्मक,2
18603,सुनाउनुहुन्छ,2
18604,मन्त्रीमण्डल,2
18605,मुर्तिहरूको,2
18606,समातिएको,2
18607,सौदाबाजीका,2
18608,भगवानका,2
18609,पियारी,2
18610,आउनासाथ,2
18611,ब्रिटेनमा,2
18612,जतिसुकै,2
18613,गुना,2
18614,निती,2
18615,दिनप्रतिदिन,2
18616,अस्पतालकै,2
18617,सेतीदोभानका,2
18618,सांकेतिक,2
18619,सम्मेलनका,2
18620,वाद,2
18621,मन्दिरहरू,2
18622,अखण्डता,2
18623,शरणमा,2
18624,खटिरहेका,2
18625,कच्चापदार्थको,2
18626,रोनाल्डोको,2
18627,ढङ्गमै,2
18628,प्रज्ञाप्रतिष्ठान,2
18629,केलाउँदै,2
18630,गुम्बजको,2
18631,आँधीखोला५,2
18632,चौतर्फि,2
18633,फेदीमा,2
18634,मिहिनेतका,2
18635,बिनिस,2
18636,दीलिप,2
18637,पृथ्वीमा,2
18638,मित्रका,2
18639,जोखिमसमेत,2
18640,कट्टेल,2
18641,‘तीन,2
18642,निरज,2
18643,एक्सेस,2
18644,सुर्कीचुनाले,2
18645,देवालय,2
18646,खासखास,2
18647,कोठाहरू,2
18648,परिक्रमास्थलमा,2
18649,नौकुण्ड,2
18650,संसाद,2
18651,सरकारसम्म,2
18652,ग्याम्दानले,2
18653,श्रष्टा,2
18654,धरोहर,2
18655,सुष्मा,2
18656,जीवनकालमा,2
18657,तहदेखि,2
18658,विधाहरु,2
18659,प्रयासलाई,2
18660,अट्दैनन्।,2
18661,थाइल्यान्डमा,2
18662,कस्को,2
18663,सहमतिलाई,2
18664,तपाईँहरुको,2
18665,साधकहरुको,2
18666,भरणपोषणको,2
18667,खिचातानी,2
18668,रामबाबु,2
18669,खटाएर,2
18670,महंगी,2
18671,नजाँदा,2
18672,बैठकवाट,2
18673,भत्किने,2
18674,विभागबाटै,2
18675,साधनले,2
18676,फिल्मस्का,2
18677,लोकमार्गले,2
18678,देखिएकोले,2
18679,स्थानीयका,2
18680,प्रतीक्षा,2
18681,भएन।’,2
18682,सुरक्षातर्फ,2
18683,१३औं,2
18684,एफएमबाट,2
18685,पछिबाट,2
18686,प्रयासहरु,2
18687,शुल्कबाहेक,2
18688,तत्,2
18689,इन्फ्रारेड,2
18690,विदेशीको,2
18691,हेरको,2
18692,वर्गले,2
18693,सौदाबाजी,2
18694,पार्यो,2
18695,उसैको,2
18696,लेडिज,2
18697,समुन्नतितर्फ,2
18698,हुनसकेको,2
18699,नेपालीबीच,2
18700,पोखराबाट,2
18701,अमृतपिण्ड,2
18702,बुटवलका,2
18703,धर्मशास्त्रहरूमा,2
18704,गरिन्छ।,2
18705,अध्येता,2
18706,मुखमै,2
18707,पुरुषहरू,2
18708,चलिरहँदा,2
18709,कोरानाको,2
18710,विषयमाथि,2
18711,इटलीमा,2
18712,सहभागितामूलक,2
18713,आठबीस,2
18714,संशोधन०,2
18715,जीवनर,2
18716,निराकरण,2
18717,वैशाखसम्म,2
18718,चाह,2
18719,हेर्नआउनेहरू,2
18720,पत्रकारहरुको,2
18721,बेलखेतबाट,2
18722,बाबाधामले,2
18723,थुप्रिँदै,2
18724,पोर्चुगल,2
18725,मन्त्रिपरिषदले,2
18726,बैठककक्ष,2
18727,जोल्हनपूर्वामा,2
18728,तलासी,2
18729,शताब्दिको,2
18730,घोपाणा,2
18731,संस्थाहरूले,2
18732,रिर्पोटमा,2
18733,सेनापति,2
18734,बामपन्थी,2
18735,अर्थहीन,2
18736,श्रमिकहरुका,2
18737,रानुदेवीले,2
18738,परिणामअनुसार,2
18739,मथेर,2
18740,हेर,2
18741,हामीहरूलाई,2
18742,कालकुट,2
18743,बसेकी,2
18744,चामलमा,2
18745,देवदानव,2
18746,जडेपानी,2
18747,पिए।,2
18748,यूरो,2
18749,संस्थाबीच,2
18750,हिसाबकिताब,2
18751,बोसो,2
18752,चुहिन्छ,2
18753,शिवलाई,2
18754,पैसाका,2
18755,शक्तिमान,2
18756,सहकारीलाई,2
18757,नेपाल’,2
18758,अठारौं,2
18759,धारोमा,2
18760,खतिवडाका,2
18761,स्वरूपलाई,2
18762,भत्काउने,2
18763,गर्नेसम्बन्धी,2
18764,हालेका,2
18765,ममा,2
18766,पश्चिमबाट,2
18767,चुनढुङ्गा,2
18768,यात्री,2
18769,पालिकालाई,2
18770,बसलाई,2
18771,अध्यक्षबाहेक,2
18772,डाँडागाउँ,2
18773,सुरुआत,2
18774,पार्टनरसिप,2
18775,समेट्दै,2
18776,पोखराका,2
18777,सञ्चालनसँगै,2
18778,भनेजस्तै,2
18779,मन्दिरलाई,2
18780,युनिटले,2
18781,ज्योतिषका,2
18782,छोराछोरी,2
18783,चेतनामूलक,2
18784,लकडाउनबाट,2
18785,रुकुमपश्चिम,2
18786,युुद्धका,2
18787,उपेक्षित,2
18788,स्वीमिङ,2
18789,चाहेनन्,2
18790,धुलोमा,2
18791,गतेलाई,2
18792,आउटलेट,2
18793,मदरसा,2
18794,प्रज्ञाप्रतिष्ठानका,2
18795, टेक,1
18796,सहमतिहरू,1
18797,रस्साकस्कीका,1
18798,नपुग्न,1
18799,भेषराज,1
18800,पार्टीभित्रैबाट,1
18801,डिप,1
18802,भिटीएमको,1
18803,‘हेर्दाहेर्दै’,1
18804,अबाले,1
18805, छाड्नुपर्दा,1
18806,सतीदेवीलाई,1
18807,सम्भाव्य,1
18808,जगलाई,1
18809,इएसए,1
18810,पाल्नुहुने,1
18811,‘क्लीन,1
18812,शान्तिमाला,1
18813,सातजनामा,1
18814,उद्यागपति,1
18815,रकेटबाट,1
18816,चट्याङबारे,1
18817,नाप्ने,1
18818,क्रिसमस,1
18819,गर्दैछौँ,1
18820,चिट’,1
18821,धीरजप्रताप,1
18822,पेशलकुमार,1
18823,कमाएका,1
18824,निर्देशकको,1
18825,चुनमुब्री,1
18826,बोक्दा,1
18827,व्यक्तिसँगै,1
18828,सीएसए,1
18829,बाँचिनन्,1
18830,सहयोगबाट,1
18831,जानुहुन्छ,1
18832,पुनसहित,1
18833,हौ,1
18834,सरकारसम्मले,1
18835,राईद्वारा,1
18836,माइकको,1
18837,काँधमा,1
18838,धकेलिए,1
18839,ट्याक्टबेलले,1
18840,नवप्रवर्तन,1
18841,फैलाउँछ,1
18842,हाइलाइटः,1
18843,जननिर्वाचित,1
18844,उदेश्य,1
18845, थुप्रै,1
18846,विद्यार्थीबीच,1
18847,औचित्यता,1
18848,अल्कोहल,1
18849,मातहतकै,1
18850,अर्थविद,1
18851,भाइरससम्बन्धी,1
18852,एयरक्राफ्ट,1
18853,होमवर्क,1
18854,‘गठबन्धनलाई,1
18855,शसत्तिकरण,1
18856,प्रतिगमन,1
18857,संक्रमितमा,1
18858,सन्दुक,1
18859,सडकले,1
18860,घण्टामै,1
18861,बढिरहेकोले,1
18862,बैठककक्षभित्र,1
18863,ग्यालेक्सीको,1
18864,विरगति,1
18865,समाजवादीलाई,1
18866,संरचनासमेत,1
18867,एरियने,1
18868,फोटोलाई,1
18869,उद्यामशिलता,1
18870,पदकहरू,1
18871,कृषकहरुलाई,1
18872,गर्नसकेमा,1
18873,अत्यवाश्यक,1
18874,टेलिस्कोपबाट,1
18875,विशिष्टबाहेक,1
18876,कलासंस्कृतिको,1
18877,बुढीगण्डकी,1
18878,निगममार्फत,1
18879,नाउलाई,1
18880,प्रतिवादी,1
18881,पदकसहित,1
18882,ढुंगेधाराहरुको,1
18883,३१५,1
18884,फर्स्ट,1
18885,भुजुलाई,1
18886,आईपीओमध्ये,1
18887,‘केन्द्रबाटै,1
18888,न्यौपानेलाई,1
18889,६३५०,1
18890,१९१५६१,1
18891,धुलोधुँवा,1
18892,टिका,1
18893,पिप्ले,1
18894,टेलिस्कोपलाई,1
18895,७७०१,1
18896,रिपोटिङ,1
18897,घरानाका,1
18898,जानुहुन्न,1
18899,कुराका,1
18900,निजलाई,1
18901,जगदीश्वर,1
18902,फिल्ड,1
18903,नर्भिक,1
18904,प्रोजेक्टबाट,1
18905,कमाउँछन्,1
18906,दोर्दी,1
18907,विज्ञसँग,1
18908,‘केका,1
18909,मुटुरोग,1
18910,मनोरञ्जनको,1
18911,बिद्यामा,1
18912,लनि,1
18913,शेग्मी,1
18914,कलाकृतिहरु,1
18915,हालसम्मकै,1
18916,खोले,1
18917,एन्डोर्समेन्ट,1
18918,जलविद्युत्बाहेक,1
18919,श्यामराज,1
18920,बराललाई,1
18921,मृत्यन्ज्य,1
18922, समितिले,1
18923,अब्जरभेटरी,1
18924,वीरवंश,1
18925,मीनकृष्ण,1
18926,ह्यान्ड,1
18927,कारणका,1
18928,मारुती’,1
18929,सवालसहितको,1
18930,प्रदायकबाहेकका,1
18931,आईसीसी,1
18932,बेनिघाट–आरुघाट–लार्केभञ्ज्याङ्ग,1
18933,भत्किसक्ने,1
18934,पूर्वउपसचिव,1
18935,अध्ययनबिनै,1
18936,मनोरञ्जनलगायत,1
18937,लहानस्थित,1
18938,रहेनरहेको,1
18939,खुल्नु,1
18940,भने‘दिदीले,1
18941,चाहन्न’,1
18942,विपदको,1
18943,‘सरकार,1
18944,दुनियाँलाई,1
18945,यहाँहरूलाई,1
18946,छनौटका,1
18947,व्यङ्ग्य गरे,1
18948,सिङ्गटी,1
18949,देखिरहेको,1
18950,डोटीमा,1
18951,पदकहरु,1
18952,लम्बिएकाले,1
18953,उपमहानिर्देशक,1
18954,धमिलो,1
18955,बैठा,1
18956,चाकुखोला,1
18957,कर्माचार्यले,1
18958,यादवचन्द्र,1
18959,खारेखोला,1
18960,रिडसंग,1
18961,दिइँदैन’,1
18962,बद्रीप्रसाद,1
18963,थर्मल,1
18964,ग्लोभ्स,1
18965,ब्रिटिश,1
18966,चाहन्न,1
18967,कमाउँछिन्,1
18968,हेटौंडाको,1
18969,यतापट्टि,1
18970,कटेको,1
18971,पशुपतिनाथ,1
18972,। प्रधानमन्त्री,1
18973,ब्याङ्गपछि,1
18974,म्याडमले,1
18975,पिसानी,1
18976,जित्नुपर्‍यो,1
18977,ड्याड,1
18978,‘मेरे,1
18979,उहिल्यै,1
18980,भनिँदैछ,1
18981,धार्चे,1
18982,गुयानाबाट,1
18983,लिखु–४,1
18984,नगराउनसमेत,1
18985,दलहरूका,1
18986,कलाकीर्ति,1
18987,उनले ,1
18988,सुधिर,1
18989,मिस्त्री,1
18990,निर्माणपश्चात्,1
18991, शाहीले,1
18992,महँगिएको,1
18993,मूर्तिकार,1
18994,एमभी,1
18995,रहनेगरी,1
18996,जकीको,1
18997,विजेश्वरीनजिक,1
18998,दुगड,1
18999,थ्रोक,1
19000,‘युवाहरू,1
19001,सिकाउने,1
19002,प्रवेशद्वारदेखि,1
19003,सुदूरपश्चिमको,1
19004,ह्यान्डीक्राफ्टका,1
19005,अङ्गहरू,1
19006,सार्वभौमिकतासँग,1
19007,ढुंगेधारा,1
19008,झरेर,1
19009,पीठ,1
19010,बढाउनेलगायत,1
19011,भब्य,1
19012,वाला,1
19013,जियानचाओलेसँगको,1
19014,ह्याङ्गिव,1
19015,२००९,1
19016,‘यदि,1
19017,करिडोरबाट,1
19018,एकबर्षपछि,1
19019,प्रभावितदेखि,1
19020,सूर्यराज,1
19021,प्रदेशदूत,1
19022,सारु,1
19023,काँग्रेसभित्र,1
19024,कौशलराज,1
19025,नेपाली’को,1
19026,शान,1
19027,बलायर,1
19028,उत्तरपूर्वी,1
19029,शान्तिदिप,1
19030,सचिवालयका ,1
19031,हाटहुट,1
19032,रामेछापमा,1
19033,श्यामसुन्दर,1
19034,छेपेटार–भालुस्वाँरा–वारपाक,1
19035,ज्ञवालीलाई,1
19036,चुहावटमा,1
19037,धुल्लुबास्कोटमा,1
19038,रियालटी,1
19039,गनबाट,1
19040,अनेकका,1
19041,‘सुखी,1
19042,तथ्यांकमा,1
19043,सम्भावनाको,1
19044,सानोपर्दामा,1
19045,सभापतिहरुमध्ये,1
19046,सेवी,1
19047,गर्नेबारेमा,1
19048,काजिमान,1
19049,‘टुनिगा,1
19050,टुनिगा’,1
19051,हितिको,1
19052,जमाउन,1
19053,समयबारे,1
19054,प्रतियोगिताअन्तर्गत,1
19055,गेजुवाले,1
19056,तिलकराम,1
19057,सिजि,1
19058,युगबाट,1
19059,फारमरका,1
19060,रोक्नसमेत,1
19061,पचाउने,1
19062,रहस्यमयी,1
19063,गोहीको,1
19064,क्रान्तिको,1
19065,भल्भ,1
19066,निष्कासनमा,1
19067,गर्र्नुपर्नेमा,1
19068,विचारधारा–,1
19069,न्युरोलोजिकल्ली,1
19070,जनाबीचको,1
19071,सञ्चारलाई,1
19072,यिनीहरुले,1
19073,पेटससम्म,1
19074,नजिकिएजस्तो,1
19075,२६८,1
19076,डिसेन्टिससँग,1
19077,निस्कन्छ,1
19078,भावधारामा,1
19079,५०१,1
19080,डीआईजीसम्म,1
19081,पेटबाट,1
19082,विभक्त,1
19083,एसिडभन्दा,1
19084,मांसहारी,1
19085,भोकबाट,1
19086,पंक्षी,1
19087,बायोलोजिस्ट,1
19088,उटाह,1
19089,प्रबोधन,1
19090,ऐन ,1
19091,भबिष्यमा,1
19092,गर्दछौँ,1
19093,प्रोडक्सनका,1
19094,देखाउँला,1
19095,हवलदारलाई,1
19096,संगसंगै,1
19097,सिस्टममा,1
19098,घरानाको,1
19099,इकोनोमीलाई,1
19100,पर्नाको,1
19101,पुगेकाका,1
19102,विद्यालयसम्म,1
19103,छाँयाकन,1
19104,बनाइदिन्छ,1
19105,टिक्छ,1
19106,सुविधासँगै,1
19107,मङ्गलबारसम्म,1
19108,युुरोपेली,1
19109,निकटता,1
19110,निदान,1
19111,दिनेजस्ता,1
19112,व्यवहारसहितको,1
19113,पुनर्जागरण,1
19114,कार्यरतका,1
19115,इन्स्पेक्टर,1
19116,७६२,1
19117,जोड्दार,1
19118,डीआईजी,1
19119,पदपूर्ति,1
19120,कतिपटक,1
19121,गोहीमाथि,1
19122,मस्यौदाहरू,1
19123,थालेपनि,1
19124,मौसमले,1
19125,जनाइन्,1
19126,दूतावासबाट,1
19127,बसिरहन्छ,1
19128,ज्ञानविज्ञानको,1
19129,गोहीका,1
19130,मासुयुक्त,1
19131,विकासक्रमले,1
19132,क्यानले,1
19133,बेलायतसँग,1
19134,नेपालटी२०,1
19135,उपनियोग,1
19136,संश्लेषण,1
19137,एसिडिक,1
19138,दाहालसँगको,1
19139,मुसा,1
19140,सेप्टेम्बरदेखि,1
19141,दूतावासकी,1
19142,स्वदेशका,1
19143,पगालिन्छ,1
19144,प्रवासका,1
19145,प्वाँख,1
19146,स्वरुपमा,1
19147,सिङसम्म,1
19148,छलफललाई,1
19149,ध्रुवीकरण,1
19150,वर्षगाँठका,1
19151,दिए। नेपाल,1
19152,उदाहरणीय,1
19153,विकल्पविहीन,1
19154,‘दशौँ,1
19155,स्मारिका’,1
19156,पृष्ठको,1
19157,संचालनका,1
19158,एआईजीले,1
19159,साधारणतया,1
19160,लेखहरु,1
19161,भरेर,1
19162,आप्रवासीका,1
19163,भेदभावरहित,1
19164,नेताहरूबाट,1
19165,उपकरणमार्फत,1
19166,पचाइरहन्छन्,1
19167,रेडियोका,1
19168,चपाउन,1
19169,बीएफबीएस,1
19170,श्रेष्ठबीच,1
19171,यिनीहरुलाई,1
19172,भगिरथ,1
19173,स्वप्न,1
19174,चलचित्रकर्मीहरु,1
19175,विज्ञका,1
19176,बीबीसीमा,1
19177,पोख्रेललगायतले,1
19178,उन्नाइशौंं,1
19179,१०–१२,1
19180,समाधानबारे,1
19181,आममाफी,1
19182,तहरुले,1
19183,छलफललगत्तै,1
19184,तौलमा,1
19185,बीसौं–,1
19186,शताब्दिमा,1
19187,दशगजासम्म,1
19188,ल्याउनुपर्छ’,1
19189,तस्बिरमा,1
19190,उदयपुरपछि,1
19191,निस्साकै,1
19192,भूमिहिनलाई,1
19193,सत्ज्ञान,1
19194,मूलले,1
19195,बसोबासीका,1
19196,पढाएका,1
19197,पारो,1
19198,सुकुम्बासीका,1
19199,पाइलामा,1
19200,गुरुहरुप्रति,1
19201,कामैकामले,1
19202,व्यक्त गदै,1
19203,फैलाउँदै,1
19204,सवालहरु,1
19205,नआएकाहरुलाई,1
19206,पंक्तिको,1
19207,परिसकेकाले,1
19208,घलेको,1
19209,थिचिएजस्तो,1
19210,विधेयक’,1
19211,हस्याङफस्याङ,1
19212,फेसबुकका,1
19213,“नेपाल,1
19214,मागहरु,1
19215,महिलाकै,1
19216,सोनाम,1
19217,कुँवरद्वारा,1
19218,तयारीसँगसँगै,1
19219,क्याप्सन,1
19220,सीमासम्म,1
19221,गुरुहरुले,1
19222,नापजाँचको,1
19223,फैलिन्छ,1
19224,रिएजेन्टकै,1
19225,बाँडिएको,1
19226, वितरण,1
19227,तौरतरिका,1
19228,सरुवारोग,1
19229,शिष्यहरुले,1
19230,वर्गफिट,1
19231,रेष्टुराँहरु,1
19232,यथासक्य,1
19233,पूजाआजा,1
19234,गय्रो,1
19235,गुरुदक्षिणाको,1
19236,परमादेशपछि,1
19237,एकलव्यले,1
19238,औला,1
19239,गुरुदक्षिणा,1
19240,गुरुबाट,1
19241,आर्शिवाद,1
19242,योेगदान,1
19243,राज्यहरुलाई,1
19244,फैलनसक्ने,1
19245,मापदंड,1
19246,मास,1
19247,परिर्वतन,1
19248,शरद,1
19249,भूमिहीनलाई,1
19250,हकहितमा,1
19251,सवत्र्र,1
19252,किटसमेत,1
19253,श्रीमान्ले,1
19254,व्यबस्था,1
19255,बर्षौं,1
19256,ऐनसँग,1
19257,आउँदैमा,1
19258,मेस्सी,1
19259,नेतृत्वसंग,1
19260,पहुँचवालाले,1
19261,किलियन,1
19262,एम्बाप्पेलाईसँगै,1
19263,राजेशले सामाजिक,1
19264,खेलाउन,1
19265,फर्मेसन,1
19266,चरणबाट,1
19267,बुद्धिमतापूर्ण,1
19268,बायर्न,1
19269,म्युनिख,1
19270,चाकलचौडा,1
19271,भइहाल्नुपर्ने,1
19272,संकटसँग,1
19273,साथीभाइलाई,1
19274,आर्यलाई,1
19275,नभइरहेको,1
19276,म्याड्रिड,1
19277,युभेन्टसका,1
19278,स्टारलाई,1
19279,दलसँगै,1
19280, ‘तरलताको,1
19281,चुलिँदा,1
19282,आकासिँदो,1
19283,गएकाहरु,1
19284,मनमास्थित,1
19285,पिछडिएको,1
19286,| ,1
19287,सहनशीलताका,1
19288,लियोनेल,1
19289,नेयमार,1
19290,कमीकमजोरीलाई,1
19291,गाल्टियरलाई,1
19292,जिम्मेवारीहीन,1
19293,लकडाउनमात्रै,1
19294,गरी ,1
19295,गाउँछु,1
19296,कृष्णनगर,1
19297,कुसंस्कारको,1
19298,राजनैतिक,1
19299,स्थितिसमेत,1
19300,प्रवक्ताका,1
19301,निरन्तरतालाई,1
19302,बेरोजगारजस्तो,1
19303,विधेयकप्रति,1
19304,नसमेटिएको,1
19305,कार्यशैलीबाट,1
19306,भिल्मी,1
19307,हर्दौना,1
19308,नबनाउँदै,1
19309,समायोजनको,1
19310,सबका,1
19311,उठाउनुपर्ने,1
19312,०१९,1
19313,मर्यादपुर,1
19314,सेनाजस्ता,1
19315,डिसी,1
19316,मन्त्रीसमेत,1
19317,युनाईटेडमा,1
19318,रुनी,1
19319,सवाललाई,1
19320,प्रशिक्षकका,1
19321,नवीनसिंह,1
19322,पु¥याईदिन,1
19323,रिपोर्टरका,1
19324,७६३५,1
19325,चीनपाकिस्तान,1
19326,मित्रतालाई,1
19327,र्यापरले,1
19328,ब्यारेल,1
19329,नगर्ननगराउने,1
19330,मृतावस्थामा,1
19331,।‘,1
19332,नहरमा,1
19333,अनुमानसहित,1
19334,सुनिएकाले,1
19335,सि–आस्बा,1
19336,गरिदिएपछि,1
19337,गुट्खाको,1
19338, सस्तो,1
19339,दावी गरे,1
19340,निर्यातकर्ताले,1
19341,इनरुवा–२,1
19342,कसैलाई ,1
19343,दौरान,1
19344,जससँगै,1
19345,सुस्ताएको,1
19346,। त्यसैगरी,1
19347,मेगावट,1
19348,रसुवागढी,1
19349,निष्कर्षविहीन,1
19350,डारणबहादुर,1
19351,निर्यातकर्ताहरुले,1
19352,सुनसरीका,1
19353,ई,1
19354,भित्र्याइरहेको,1
19355,साझेदारीको,1
19356,डलरसम्म,1
19357,टग,1
19358,घट्नासाथ,1
19359,गोटा–रनिल,1
19360,सरकारविरुघ,1
19361,सङ्घीयताको,1
19362,सङ्घीयताले,1
19363,तिर्नसक्ने,1
19364,घट्दाको,1
19365,‘कच्चा,1
19366,झन्झटबाट,1
19367,दिनसँग,1
19368,कैलाश–९,1
19369,एजेण्डाप्रतिको,1
19370,चालुसँगै,1
19371,नामटारस्थित,1
19372,लकडाउनपश्चात्,1
19373,विनितमणि,1
19374,हेटौंडा–१०,1
19375,अभिभावकले,1
19376,असारका,1
19377,देखिन्छ।,1
19378,चैतबाहेक,1
19379,हिरासतमै,1
19380,अभिभारप्रतिको,1
19381,लुगाभत्ता,1
19382,दसैँ,1
19383,सुरक्षाकर्मीलगायत,1
19384,हृदयेश,1
19385, सम्पन्न,1
19386,मुुलुकभर,1
19387,थिए‘,1
19388,दार्जिलिङका,1
19389,ज्ञानबहादुर,1
19390,सर्भिसमा,1
19391,जाँचचौकी,1
19392,अस्पतालअन्तर्गत,1
19393,कक्षामार्फत,1
19394,नभनिहालौ,1
19395,भक्तजनहरूलाई,1
19396,दार्जिलिङ,1
19397,फलानालाई,1
19398,महासचिवका,1
19399,विद्यार्थीमाथि,1
19400,सुपौलबाट,1
19401,मभन्दा,1
19402,५३०,1
19403,त्यसबेलादेखि,1
19404,परिसरबाट,1
19405,लिइयो,1
19406,थियो ,1
19407,नदिइ,1
19408,संस्थापकले,1
19409,शेयरमा,1
19410,प्रतिशेयर,1
19411,पूँजीलाई,1
19412,अनलाइनमार्फत,1
19413,निभाएँ,1
19414,टाढाका,1
19415,नराख्नेमा,1
19416,पर्दिन,1
19417,छडके,1
19418,फर्किनुहुन्छ,1
19419,हजार४,1
19420,ठहरिनुभयो,1
19421,बेठीक,1
19422,सङ्कटले,1
19423,झरि,1
19424,एनएचपीसीलाई,1
19425,सिलिगढी,1
19426,तेलमाथि,1
19427,अवैधानिक,1
19428,चियालाई,1
19429,डब्लुबी,1
19430,पठाइरहेको,1
19431,चियाको,1
19432,डब्लूटीआई,1
19433,राजेशमान,1
19434,। बैठकमा,1
19435,कलंकीबाट,1
19436,जनजातिबाट,1
19437,छायाँकनकै,1
19438,प्रतिब्यारेलसम्म,1
19439,मरिगए,1
19440,पप्पु,1
19441, सहचालक,1
19442,सदस्यहरुसहित,1
19443,नम्बर१२,1
19444,टेक्नोलोजीबाट,1
19445,ब्रेन्ट,1
19446,डलरसम्मको,1
19447,रौतिमिया,1
19448,महजपुर,1
19449,बरगदवास्थित,1
19450,गंगानगर,1
19451,थोरैमा,1
19452,प्रिभ्यू,1
19453,सतप्रतिशत,1
19454,मौकालाई,1
19455,कष्टसाध्य,1
19456,। नागरिक,1
19457,आरोहअवरोहपूर्ण,1
19458,छभने,1
19459,सक्दछन,1
19460,फोरमका,1
19461,लकडाउनभन्दा,1
19462,छायाँकनका,1
19463,लाग्दैछ,1
19464,चिम्लेर,1
19465,गृष्म,1
19466,डिप्रेसनको,1
19467,‘जनता,1
